Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Сила і Честь,211,8,2019-06-27,2112,"ТОВ ""Мега-поліграф""","м. Київ, вул. Марка Вовчка, буд. 12/14",32114278,"+;8;повернення, перерахованої за платіжним дорученням №212 від 27.06.2019, за послуги з дуру інформаційного бюлетеня у зв’язку зі зміною накладу",61200,юридична особа,Повернення коштів виконавцями  за укладеними договорам
Сила і Честь,211,8,2019-07-08,315,"Івано-Франківське обласне телебачення ""Галичина""","м. Івано-Франківськ, вул. Михайла Грушевського, буд. 21, оф. 701",13641427,"+;8; повернення, перерахованої за платіжним дорученням №137 від 05.07.2019 за оплату ефірного часу на телебаченні у зв’язку, з помилковим перерахуванням.",30000,юридична особа,Повернення коштів виконавцями  за укладеними договорам
Сила і Честь,211,8,2019-07-10,26,"Філія ПАТ ""НСТУ"" ""Житомирська регіональна дирекція""","м. Житомир, вул. Театральна, буд. 7",40020187,"Повернення перерахованих коштів, в зв'язку із відсутністю зазначеного виду послуги в номенклатурі послуг філіЇ, без ПДВ.",8375,юридична особа,Повернення коштів виконавцями  за укладеними договорам
Сила і Честь,211,2100,2019-07-10,20,Політаєв Сергій Олександрович,м. Вінниця,,Повернення фізичним особам добровільних внесків,10000,фізична особа,Повернення особам добровільних внесків
Сила і Честь,211,2100,2019-07-10,21,Політаєв Сергій Олександрович,м. Вінниця,,Повернення фізичним особам добровільних внесків,20000,фізична особа,Повернення особам добровільних внесків
Сила і Честь,211,2100,2019-07-17,229,Литвин Костянтин Андрійович,,,Повернення фізичним особам добровільних внесків,1000,фізична особа,Повернення особам добровільних внесків
Сила і Честь,211,2100,2019-07-18,30,Граб Микола Йосипович,смт Міжгірʼя,,Повернення фізичним особам добровільних внесків,200,фізична особа,Повернення особам добровільних внесків
Сила і Честь,211,2100,2019-07-18,31,Максимов Володимир Віталійович,,,Повернення фізичним особам добровільних внесків,5000,фізична особа,Повернення особам добровільних внесків
Сила і Честь,211,2100,2019-07-19,311,Кодола Ігор Андрійович,м. Корсунь-Шевченківський,,Повернення фізичним особам добровільних внесків,2500,фізична особа,Повернення особам добровільних внесків
Сила і Честь,211,3210,2019-07-10,18,Трофімов Сергій Олександрович,,,Перерахування внесків фізичних осіб до Державного бюджету,100,фізична особа,Перерахування внесків фізичних осіб до Державного бюджету
Сила і Честь,211,3210,2019-07-10,19,Кирпель Володимир Федорович,,,Перерахування внесків фізичних осіб до Державного бюджету,3000,фізична особа,Перерахування внесків фізичних осіб до Державного бюджету
Сила і Честь,211,1350,2019-07-11,260,Лобач Таїсія Сергіївна,"м. Луцьк, просп. Волі, буд. 45/15",,"+;1350;розміщення друкованих агітаційних матеріалів чи політ. реклами на носіях зовнішньої, реклами (білборди), зг-но дог. №1 від 11.07.2019, без ПДВ.",1000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Сила і Честь,211,1220,2019-07-11,258,"ПрАТ ""Газета ""Приазовський робочий""","м. Маріуполь, просп. Миру, буд. 19",02472200,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах.№942 від 10.07.2019, в.т.ч ПДВ-179,92грн.","1079,5",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-11,267,"ПП ""Полтавський вісник""","м. Полтава, вул. Європейська, буд. 8",21045231,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах. СФ-0000254 від 11.07.2019, в т.ч. ПДВ-401,50грн.",2409,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-11,265,"ПрАТ ""Газета ""Приазовський робочий""","м. Маріуполь, просп. Миру, буд. 19",02472200,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах. 949 від 11.07.2019, в т.ч. ПДВ-1162,00грн",6975,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1350,2019-07-11,259,"ТОВ ""Сінема ессетс""","м. Маріуполь, просп. Будівельників, буд. 134",37661473,"+;1350;розміщення друкованих агітаційних матеріалів чи політ. реклами на носіях зовнішньої, реклами (білборди), зг-но рах. №18 від 08.07.2019, без ПДВ.",7500,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Сила і Честь,211,1320,2019-07-11,266,"ТОВ ""ЕОВОДМ""","М. Вінниця, вул. Соборна, буд. 85",20091772,"+;1320;оренда буд. і приміщ. для пров. публ.дебат.,дискус.,""кругл.столів"",а також для вигот. мат. передвиб.агіт,зг-но дог№9/ від 01.06.19, в т.ч.ПДВ-2191,36грн.","13148,16",юридична особа,"оренда будинків і приміщень усіх форм власності для проведення публічних дебатів, дискусій, &quot;круглих столів&quot;, прес-конференцій стосовно положень передвиборної програми та політичної діяльності партії – суб’єкта виборчого процесу чи політичної діяльності кандидата на пост Президента України, а також для виготовлення матеріалів передвиборної агітації"
Сила і Честь,211,1211,2019-07-11,261,"ТОВ ""ТРК ""Сигма""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",13482897,"+;1211;оплата ефірного часу на телебаченні зг-но рах.№147 від 10.07.2019, в т.ч. ПДВ-2300,00грн.",13800,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-11,262,"КП ""ТРК ""Рудана"" КМР","м. Кривий Ріг, просп. Гагаріна, буд. 68",19438354,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №183 від 03.07.2019, в т.ч. ПДВ-3106,25грн.","18637,5",юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-11,254,"Філія ПАТ ""НСТУ"" ""Дніпровська регіональна дирекція""","м. Дніпро, вул. Телевізійна, буд. 3",40020546,"+;1211;оплата ефірного часу на телебаченні зг-но рах. №18 від 08.07.2019, в .т.ч. ПДВ-3670,00грн.",22020,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-11,264,"ТОВ ""Телерадіокомпанія ""Арт""","м. Одеса, Французький бульв., буд. 66/2",31116761,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №14 від 10.07.2019, в т.ч. ПДВ-4050,00грн.",24300,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1120,2019-07-11,263,"ТОВ ""ТРК ""Сигма""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",13482897,"+;1120;виготовлення відеозаписів, зг-но рах. № 146 від 10.07.2019, в т.ч. ПДВ-4766,00грн.",28600,юридична особа,виготовлення відеозаписів
Сила і Честь,211,1211,2019-07-11,252,"ТОВ ""Сіріус Медіа Продакшн""","м. Мукачеве, вул. Пряшівська, буд. 4",40643868,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№26 від 05.07.2019, в т.ч. ПДВ-3101,16грн.",63750,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-11,253,"ПП ""Телерадіокомпанія ""ВТВ плюс""","м. Херсон, вул. Богородицька, буд. 10/5, кв. 4",24959285,"+;1211;оплата ефірного часу на телебаченні зг-но рах. №111 від 05.07.2019, в т.ч. ПДВ-12000,00грн.",72000,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-11,256,"ТОВ ""Інтер реклама центр""","м. Київ, вул. Воровського, буд. 22А",30524103,"+;1211;Оплата ефірного часу на телебаченні згідно рах. №127 від 03.07.2019, в т.ч. ПДВ- 157080,00грн.",942480,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-11,255,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;Оплата ефірного часу на телебаченні згідно рах. №572 від 01.07.2019, в т.ч. ПДВ-267975,00грн.",1607850,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-11,257,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №569 від 03.07.2019, в т.ч. ПДВ-359004,00грн.",2154024,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-12,270,"ТОВ ""Студія ""Місто""","м. Полтава, просп. Першотравневий, буд. 19",31495587,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №СФ-0000374 від 11.07.2019, в т.ч. ПДВ-3200,00грн.",19200,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-17,270,"АТ ""Універсалбанк""",м. Полтава,21133352,"ПОВЕРНЕННЯ ПЛАТЕЖУ '270' вiд 12/07/2019. ВАШ ПЛАТIЖ: UA133220010000037207000005171>26416020000002. +;1211;оплата ефірного часу на телебаченні, зг-но рах. №СФ-00",-19200,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-12,268,"КП ""ТРК ""Рудана"" КМР","м. Кривий Ріг, просп. Гагаріна, буд. 68",19438354,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№203 від 11.07.2019, в т.ч. ПДВ-6018,75грн.","36112,5",юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-12,273,"ТОВ ""ТРК ""Академія TV""","м. Суми, вул. Харківська, буд. 4",32185841,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №240 від 11.07.2019, в т.ч. ПДВ-8802,00грн.",52812,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-12,271,"ТОВ ""ТРК ""Сигма""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",13482897,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №152 від 11.07.2019, в т.ч. ПДВ-12225,00грн.",73350,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1340,2019-07-15,291,Відділ КПР викон.коміт.Обухівськ.міськ,"м. Обухів, вул. Малишка, буд. 6",37361829,"+;1340;оренда приміщ. усіх форм власн. для провед. зборів громад., інших публічн. заходів передвиб. агітації, зг-но рах. №1 від 12.07.2019, без ПДВ.",300,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Сила і Честь,211,1350,2019-07-15,276,Созонюк Б.М.,"Рівненська обл., смт Клевань, вул. Госпітальна, буд. 25",,"+;1350;розміщення друкованих агіт. матеріалів  чи політ. реклами на носіях зовнішн. реклами (сітілайт), згідно рах. №19-68 від 11.07.2019, без ПДВ",800,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Сила і Честь,211,1310,2019-07-15,275,"ТОВ ""Новий друк""","м. Київ, вул. Магнітогорська, буд. 1",22891092,"+;1310;трансп. послуги для реаліз. заходів передвиб. агітації (перевез. виборч. листівок, плакатів), зг-но рах. №19-1070-1 від 11.07.2019, в т.ч.ПДВ-200,00грн.",1200,юридична особа,"транспортні послуги для реалізації заходів передвиборної агітації (перевезення матеріалів передвиборної агітації, технічних засобів та обладнання для ведення передвиборної агітації, а також інших матеріалів, пов’язаних з передвиборною агітацією)"
Сила і Честь,211,1211,2019-07-15,289,"КП Київської міської ради ""Телекомпанія ""Київ""","м. Київ, вул. Хрещатик, буд. 5В",25195855,"+;1211;оплата ефірного часу на телебаченні зг-но рах. №200-1 від 15.07.2019, в т.ч. ПДВ-624,60грн.","3747,6",юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-15,286,"ТОВ ""Газета ""Вечірня Полтава""","м. Полтава, вул. Р. Кириченко, буд. 36",33660664,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах.№СФ-000257 від 12.07.2019р. в т.ч. ПДВ-983,33грн.",5900,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-15,284,"ТОВ ""Редакція газети ""Новий день""","Києво-Святошинський р-н, м. Вишневе, вул. Залізнична, буд. 16",02476273,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах.№56 від 11.07.2019р., без ПДВ.",7200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-15,285,"Редакція газети ""Герцаївська газета""","м. Герца, вул. Г. Асакі, буд. 16",21420077,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах.№58 від10.07.2019р., без ПДВ.",8400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1350,2019-07-15,278,"ТОВ ""Востокспецреклама""","м. Маріуполь, просп. Металургів, буд. 57",40661646,"+;1350;розміщ. друкованих агіт. матеріалів  чи політ. реклами на носіях зовнішн. реклами (білборди,сітілайти), згідно рах. №СФ-0000016 від 01.07.2019, без ПДВ.",10000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Сила і Честь,211,1211,2019-07-15,290,"ТОВ ""Контроль клуб""","м. Київ, вул. Грушевського, буд. 10",41310838,"+;1211;оплата ефірного часу на телебаченні зг-но рах.№ СФ-090711 від 09.07.2019, в т.ч. ПДВ-1728,00грн.",10368,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1120,2019-07-15,288,"КП Київської міської ради ""Телекомпанія ""Київ""","м. Київ, вул. Хрещатик, буд. 5В",25195855,"+;1120;виготовлення відеозаписів, зг-но рах. №200-1 від 15.07.2019, в т.ч. ПДВ-2375,40грн.","14252,4",юридична особа,виготовлення відеозаписів
Сила і Честь,211,1220,2019-07-15,277,"ТОВ ""Редакція газети ""Фермер Придніпровʼя""","м. Дніпро, вул. Старокозацька, буд. 52, кв. 359",41106063,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, згідно рах. №18 від 09.07.2019, без ПДВ.",15000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-15,287,"ТОВ ""Студія ""Місто""","м. Полтава, просп. Першотравневий, буд. 19",31495587,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №СФ-0000374 від 11.07.2019, в т.ч. ПДВ-3200,00грн.",19200,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-15,272,"ТОВ ""Студія ""Місто""","м. Полтава, просп. Першотравневий, буд. 19",31495587,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №СФ-0000373 від 10.07.2019, в т.ч. ПДВ-4000,00грн.",24000,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-15,274,"ДП ""Дитяче телевізійне агентство""","м. Хмельницький, вул. Камʼянецька, буд. 21Б",23843362,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №110 від 11.07.2019, без ПДВ.",54000,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-15,281,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+;1211;Оплата ефірного часу на телебаченні згідно рах. №479 від 02.07.2019, в т.ч.ПДВ-30990,00грн.",185940,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-15,282,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211;Оплата ефірного часу на телебаченні згідно рах. №264 від 12.07.2019, в т.ч ПДВ-44250,00грн.",265500,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-15,279,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебаченні згідно рах. №639 від 12.07.2019, в т.ч. ПДВ-162006,00грн.",972036,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-15,283,"ТОВ ""Інтер реклама центр""","м. Київ, вул. Воровського, буд. 22А",30524103,"+;1211;Оплата ефірного часу на телебаченні згідно рах. №164 від 12.07.2019, в т.ч. ПДВ- 176010,00грн.",1056060,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1140,2019-07-16,293,Гуденко Олена Олександрівна,"м. Маріуполь, просп. Металургів, буд. 204, кв. 46",,"+;1140;виготовл. предм., матеріалів,що міст. візуальні зображ. назви,символ.,з використ.прізвищ чи зобр.(портретів) кандид., зг-но рах.№291 від 11.07.19,без ПДВ",1400,ФОП,виготовлення інших матеріалів передвиборної агітації
Сила і Честь,211,1140,2019-07-16,292,Гуденко Олена Олександрівна,"м. Маріуполь, просп. Металургів, буд. 204, кв. 46",,"+;1140;виготовл. предм., матеріалів,що міст. візуальні зображ. назви,символ.,з використ.прізвищ чи зобр.(портретів) кандид., зг-но рах.№280 від 05.07.19,без ПДВ",1750,ФОП,виготовлення інших матеріалів передвиборної агітації
Сила і Честь,211,1350,2019-07-16,297,Глушков О.Є.,"м. Полтава, вул. Петровського, буд. 29, кв. 81",,"+;1350;розміщення друкованих агіт. матеріалів чи політичної реклами на носіях зовнішньої реклами (банер), зг-но рах. №РН-000130 від 05.07.2019, без ПДВ.",12000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Сила і Честь,211,1220,2019-07-16,298,"ТОВ ""Редакція газети ""Вечірня Одеса""","м. Одеса, пл. Бориса Деревʼянка, буд. 1",13912323,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах.№211 від 27.06.2019р., в т.ч. ПДВ-2133,33грн.",12800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-16,296,"ТОВ ""Телерадіоорганізація ""Маріупольске телебачення""","м. Маріуполь, вул. Нахімова, буд. 116А",22036458,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №262 від 16.07.2019, в т.ч. ПДВ-2394,00грн.",14364,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-16,295,"ТОВ ""Телерадіоорганізація ""Маріупольске телебачення""","м. Маріуполь, вул. Нахімова, буд. 116А",22036458,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №263 від 16.07.2019, в т.ч. ПДВ-4560,00грн.",27360,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-16,294,"ТОВ ""Телерадіоорганізація ""Маріупольске телебачення""","м. Маріуполь, вул. Нахімова, буд. 116А",22036458,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №261 від 16.07.2019, в т.ч. ПДВ-7200,00грн.",43200,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-17,301,"ТОВ ""ТРК ""Сімон""","м. Харків, пл. Свободи, буд. 7",21217525,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №236 від 03.07.2019, (доплата) в т.ч. ПДВ-4,17грн.",25,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1140,2019-07-17,303,"ТОВ ""Рекламні рішення""","м. Київ, вул. Василя Яна, буд. 3/5",40950514,"+;1140;вигот.предм.чи матер.(банер),що міст.візуальн.зобр.назви,символ.партії з викор.зобр.кандид.,зг-но рах.№СФ-377 від 09.07.19 від 09.07.19,в т.ч.ПДВ-683,36г","4100,16",юридична особа,виготовлення інших матеріалів передвиборної агітації
Сила і Честь,211,1340,2019-07-17,300,"АТ ""Мотор Січ""","м. Запоріжжя, просп. Моторобудівельників, буд. 15",14307794,"+;1340;оренда приміщ. усіх форм власн., для провед. зборів громад., інших публічн. заходів передвиб. агіт. зг-но рах.№1144к від 08.07.2019, в т.ч. ПДВ-833,33грн",5000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Сила і Честь,211,1320,2019-07-17,302,"ТОВ ""Певекс""","м. Вишневе, вул. Святошинська, буд. 46",13737742,"+;1320;оренда буд. і приміщ. для пров.публ.дебат.,дискус.,прес-конф.,а також для вигот. метер передвиб.агіт. зг-но дог.№19/16-1 від 26.06.19, в т.ч.ПДВ-2000,00г",12200,юридична особа,"оренда будинків і приміщень усіх форм власності для проведення публічних дебатів, дискусій, &quot;круглих столів&quot;, прес-конференцій стосовно положень передвиборної програми та політичної діяльності партії – суб’єкта виборчого процесу чи політичної діяльності кандидата на пост Президента України, а також для виготовлення матеріалів передвиборної агітації"
Сила і Честь,211,1220,2019-07-17,299,"ТОВ ""Видавничий дім ""Кручі Дніпра""","м. Київ, вул. Кіквідзе, буд. 18А",37046187,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах.№17 від 05.07.2019р., в т.ч. ПДВ-104133,33грн.",624800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-18,307,"Редакція газети ""Зорі над Убортю""","м. Олевськ, вул. Свято-Миколаївська, буд. 4",02472559,"+;1220;опублікування агітаційних матеріалів у друк. засобах масової інформаціх, зг-но рах.№314 від 04.07.2019, без ПДВ.","1775,84",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-18,306,"ПП ""Медіа-центр ""Надросся""","м. Корсунь-Шевченківський, вул. Героїв Майдану, буд. 12",02475977,"+;1220;опублікування агітаційних матеріалів у друк. засобах масової інформаціх, зг-но рах.№28/7 від 15.07.2019, без ПДВ.","2480,4",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1120,2019-07-18,305,"ПП ""ТРО ""Тернопіль-медіа""","м. Тернопіль, вул. Олени Кульчицької, буд. 2А",41302104,"+;1120;виготовлення відеозаписів зг-но рах. №СФ-0000109 від 12.07.2019, без ПДВ.",4500,юридична особа,виготовлення відеозаписів
Сила і Честь,211,1340,2019-07-18,308,"ТОВ ""Олевськ-хліб""","м. Олевськ, вул. Кооперативна, буд. 13",39508687,"+;1340;оренда приміщ.усіх форм власн. для провед. зборів громадян,інших публ.заходів передвиб.агіт, зг-но рах.№ОЛ-000003,від 10.07.2019, без ПДВ.",7000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Сила і Честь,211,1211,2019-07-18,304,"ПП ""ТРО ""Тернопіль-медіа""","м. Тернопіль, вул. Олени Кульчицької, буд. 2А",41302104,"+;1211;оплата ефірного часу на телебаченнізг-но рах.№СФ000107 від 12.07.2019, без ПДВ.",18360,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-19,309,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебаченні згідно рах. №638 від 11.07.2019, в т.ч. ПДВ-12,00грн.",72,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1340,2019-07-19,310,"ТОВ ""Поділля-Т""","м. Вінниця, вул. Пушкіна, буд. 4",42201885,"+;1340;оренда приміщ. усіх форм власн. для провед. зборів громад., інших публічн. заходів передвиб. агітації, зг-но рах. від №СФ-0000315 від 16.07.2019, без ПДВ.",400,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Сила і Честь,211,8,2019-07-12,807,"ТОВ ""Ріак-інформ""","м. Одеса, Французький бульв., буд. 66/2",23860567,"+;8; повернення, перерахованої за платіжним дорученням №269 від 12.07.19",24300,юридична особа,Повернення коштів виконавцями  за укладеними договорам
Сила і Честь,211,8,2019-07-18,728,"ПрАТ ""Газета ""Приазовський робочий""","м. Маріуполь, просп. Миру, буд. 19",02472200,"+;8;Повернення суми, помилково перерахован. платіж дорученням №251 від 11.07.2019р. за розміщення матеріалів передвиборчої агітації, у т.ч. ПДВ 20% = 179,83 грн.",1079,юридична особа,Повернення коштів виконавцями  за укладеними договорам
Сила і Честь,211,8,2019-07-19,471,"ТОВ ""РГ ""Зоря""","м. Дніпро, просп. Дмитра Яворницького, буд. 18",35497923,"Повернення коштів згідно листа від 18.07.2019р. у т.ч. ПДВ 20% - 31,27,95 грн., помилково перерахован. платіж дорученням №215 від 09.07.2019р., за опублікування агітац. матеріалів у друкованих засобах масової інформації.","18767,7",юридична особа,Повернення коштів виконавцями  за укладеними договорам
